id_order;reference;id_shop_group;id_shop;id_carrier;id_lang;id_customer;id_cart;id_currency;id_address_delivery;id_address_invoice;current_state;secure_key;payment;conversion_rate;module;recyclable;gift;gift_message;mobile_theme;shipping_number;total_discounts;total_discounts_tax_incl;total_discounts_tax_excl;total_paid;total_paid_tax_incl;total_paid_tax_excl;total_paid_real;total_products;total_products_wt;total_shipping;total_shipping_tax_incl;total_shipping_tax_excl;carrier_tax_rate;total_wrapping;total_wrapping_tax_incl;total_wrapping_tax_excl;round_mode;round_type;invoice_number;delivery_number;invoice_date;delivery_date;valid;date_add;date_upd;exported
6972;PVGZGPKRQ;1;1;42;1;4269;13557;1;4380;4380;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14919;0;;5.950000;5.950000;4.960000;80.300000;80.300000;67.825000;80.300000;65.910000;78.000000;8.250000;8.250000;6.875000;20.000;0.000000;0.000000;0.000000;2;2;0;6721;"0000-00-00 00:00:00";"2022-04-07 13:54:39";0;"2022-04-07 09:59:13";"2022-04-12 14:30:13";
6973;XFCPLWUOR;1;1;40;1;6657;13558;1;7015;7015;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;28.000000;28.000000;24.700000;28.000000;19.700000;22.000000;6.000000;6.000000;5.000000;20.000;0.000000;0.000000;0.000000;2;2;0;6720;"0000-00-00 00:00:00";"2022-04-07 13:54:39";0;"2022-04-07 10:03:04";"2022-04-10 22:15:38";
6974;CBAOJOCYK;1;1;42;1;1387;1855;1;1497;1497;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;32.000000;32.000000;30.260000;32.000000;29.760000;31.400000;0.600000;0.600000;0.500000;20.000;0.000000;0.000000;0.000000;2;2;0;6719;"0000-00-00 00:00:00";"2022-04-07 13:54:39";0;"2022-04-07 10:46:41";"2022-04-11 11:18:21";
7002;MMHUCAUGO;1;1;40;1;6683;13621;1;7091;7092;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;FR-NLMDN-CMD;0;;0.000000;0.000000;0.000000;7.750000;7.750000;6.980000;7.750000;4.270000;4.500000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6805;"0000-00-00 00:00:00";"2022-04-20 14:36:59";0;"2022-04-11 09:48:19";"2022-04-23 22:18:31";
7004;GTBISYUXB;1;1;40;1;6685;13627;1;7046;7046;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;18.250000;18.250000;16.930000;18.250000;14.220000;15.000000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6780;"0000-00-00 00:00:00";"2022-04-14 11:07:37";0;"2022-04-11 10:51:12";"2022-04-17 22:15:30";
7007;YXLATVFDQ;1;1;40;1;6687;13629;1;7049;7049;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"MM 2019 - Vie";0;;0.000000;0.000000;0.000000;18.150000;18.150000;16.728333;18.150000;13.270000;14.000000;4.150000;4.150000;3.458333;20.000;0.000000;0.000000;0.000000;2;2;0;6779;"0000-00-00 00:00:00";"2022-04-14 11:07:37";0;"2022-04-11 10:58:10";"2022-04-17 22:15:30";
7008;DLYEECDGO;1;1;40;1;6688;13630;1;7050;7050;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"MM 2018 - paro";0;;0.000000;0.000000;0.000000;18.050000;18.050000;16.878333;18.050000;15.170000;16.000000;2.050000;2.050000;1.708333;20.000;0.000000;0.000000;0.000000;2;2;0;6778;"0000-00-00 00:00:00";"2022-04-14 11:07:37";0;"2022-04-11 11:01:17";"2022-04-17 22:15:30";
7009;AWGGYLLUX;1;1;42;1;6689;13631;1;7051;7051;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;23.500000;23.500000;19.583333;23.500000;17.500000;21.000000;2.500000;2.500000;2.083333;20.000;0.000000;0.000000;0.000000;2;2;0;6777;"0000-00-00 00:00:00";"2022-04-14 11:07:37";0;"2022-04-11 11:04:30";"2022-04-16 12:30:34";
7010;JITYNHFHI;1;1;40;1;6690;13632;1;7052;7052;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2013 MM";0;;0.000000;0.000000;0.000000;17.800000;17.800000;16.436667;17.800000;13.270000;14.000000;3.800000;3.800000;3.166667;20.000;0.000000;0.000000;0.000000;2;2;0;6776;"0000-00-00 00:00:00";"2022-04-14 11:07:37";0;"2022-04-11 11:07:32";"2022-04-17 22:15:30";
7011;FVEBNIKBA;1;1;40;1;6691;13633;1;7054;7054;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"MM 2018 - paro";0;;0.000000;0.000000;0.000000;14.050000;14.050000;13.078333;14.050000;11.370000;12.000000;2.050000;2.050000;1.708333;20.000;0.000000;0.000000;0.000000;2;2;0;6775;"0000-00-00 00:00:00";"2022-04-14 11:07:37";0;"2022-04-11 11:15:46";"2022-04-17 22:15:30";
7012;QQLATRFAO;1;1;40;1;6692;13634;1;7055;7055;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"MM 2018 - paro";0;;0.000000;0.000000;0.000000;18.050000;18.050000;16.878333;18.050000;15.170000;16.000000;2.050000;2.050000;1.708333;20.000;0.000000;0.000000;0.000000;2;2;0;6774;"0000-00-00 00:00:00";"2022-04-14 11:07:36";0;"2022-04-11 11:18:39";"2022-04-17 22:15:30";
7013;IOJTRUGPL;1;1;42;1;6693;13635;1;7056;7056;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;31.000000;31.000000;29.040000;31.000000;26.540000;28.000000;3.000000;3.000000;2.500000;20.000;0.000000;0.000000;0.000000;2;2;0;6773;"0000-00-00 00:00:00";"2022-04-14 11:07:36";0;"2022-04-11 11:22:03";"2022-04-16 12:30:21";
7029;NIGCEBAIR;1;1;42;1;1135;13670;1;1242;1242;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;5.950000;5.950000;4.960000;58.300000;58.300000;54.995000;58.300000;53.080000;56.000000;8.250000;8.250000;6.875000;20.000;0.000000;0.000000;0.000000;2;2;0;6772;"0000-00-00 00:00:00";"2022-04-14 11:07:36";0;"2022-04-13 13:19:07";"2022-04-20 14:30:31";
7041;HRQRZTRAN;1;1;42;1;6717;13696;1;7084;7084;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;;0;;4.950000;4.950000;4.130000;52.800000;52.800000;50.035000;52.800000;50.040000;52.800000;4.950000;4.950000;4.125000;20.000;0.000000;0.000000;0.000000;2;2;0;6954;"0000-00-00 00:00:00";"2022-05-05 09:26:07";0;"2022-04-18 12:10:27";"2022-05-12 12:30:47";
7045;QRPWPWIWM;1;1;40;1;6721;13703;1;7088;7088;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;25.000000;25.000000;23.126667;25.000000;18.960000;20.000000;5.000000;5.000000;4.166667;20.000;0.000000;0.000000;0.000000;2;2;0;6803;"0000-00-00 00:00:00";"2022-04-20 14:36:58";0;"2022-04-19 10:01:07";"2022-04-23 22:18:31";
7046;JLXPBFQTD;1;1;40;1;6722;13704;1;7089;7089;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"MM 2018 - paro";0;;0.000000;0.000000;0.000000;6.050000;6.050000;5.498333;6.050000;3.790000;4.000000;2.050000;2.050000;1.708333;20.000;0.000000;0.000000;0.000000;2;2;0;6802;"0000-00-00 00:00:00";"2022-04-20 14:36:58";0;"2022-04-19 10:07:42";"2022-04-23 22:18:31";
7047;IQJEQJCZJ;1;1;42;1;6723;13705;1;7090;7090;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14923;0;;0.000000;0.000000;0.000000;33.900000;33.900000;31.573333;33.900000;27.490000;29.000000;4.900000;4.900000;4.083333;20.000;0.000000;0.000000;0.000000;2;2;0;6801;"0000-00-00 00:00:00";"2022-04-20 14:36:58";0;"2022-04-19 10:11:18";"2022-04-23 10:30:20";
7048;GCSUOQXMC;1;1;42;1;4803;13707;1;4973;4973;20;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;44.800000;44.800000;41.663333;44.800000;35.830000;37.800000;7.000000;7.000000;5.833333;20.000;0.000000;0.000000;0.000000;2;2;0;6800;"0000-00-00 00:00:00";"2022-04-21 08:19:18";0;"2022-04-19 10:13:44";"2022-04-21 08:49:38";
7050;NUPXRYHPI;1;1;42;1;2006;13710;1;2115;2115;20;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;4.950000;4.950000;4.130000;156.000000;156.000000;147.865000;156.000000;147.870000;156.000000;4.950000;4.950000;4.125000;20.000;0.000000;0.000000;0.000000;2;2;0;6798;"0000-00-00 00:00:00";"2022-04-21 09:07:20";0;"2022-04-19 10:21:45";"2022-04-21 09:30:29";
7061;MFEYSLTKF;1;1;42;1;6732;13732;1;7102;7102;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14923;0;;0.000000;0.000000;0.000000;36.000000;36.000000;33.323333;36.000000;27.490000;29.000000;7.000000;7.000000;5.833333;20.000;0.000000;0.000000;0.000000;2;2;0;6952;"0000-00-00 00:00:00";"2022-05-05 09:26:06";0;"2022-04-21 10:48:53";"2022-05-09 10:30:49";
7062;LZURYGCTJ;1;1;40;1;6733;13733;1;7103;7103;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;10.000000;10.000000;8.790000;10.000000;3.790000;4.000000;6.000000;6.000000;5.000000;20.000;0.000000;0.000000;0.000000;2;2;0;6951;"0000-00-00 00:00:00";"2022-05-05 09:26:06";0;"2022-04-21 10:52:01";"2022-05-08 22:16:03";
7080;CHLZGYXLJ;1;1;42;1;6690;13768;1;7052;7052;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14919;0;;0.000000;0.000000;0.000000;74.950000;74.950000;62.460000;74.950000;57.500000;69.000000;5.950000;5.950000;4.960000;20.000;0.000000;0.000000;0.000000;2;2;0;6950;"0000-00-00 00:00:00";"2022-05-05 09:26:06";0;"2022-04-27 13:44:42";"2022-05-09 14:30:40";
7081;SSBRIXXTU;1;1;42;1;6749;13769;1;7121;7121;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;MM2018-PARO;0;;0.000000;0.000000;0.000000;18.050000;18.050000;16.878333;18.050000;15.170000;16.000000;2.050000;2.050000;1.708333;20.000;0.000000;0.000000;0.000000;2;2;0;6949;"0000-00-00 00:00:00";"2022-05-05 09:26:06";0;"2022-04-27 13:57:41";"2022-05-10 12:40:32";
7082;SBURMGZKH;1;1;42;1;2963;13770;1;3058;3058;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14923;0;;0.000000;0.000000;0.000000;36.000000;36.000000;33.323333;36.000000;27.490000;29.000000;7.000000;7.000000;5.833333;20.000;0.000000;0.000000;0.000000;2;2;0;6948;"0000-00-00 00:00:00";"2022-05-05 09:26:06";0;"2022-04-27 14:02:40";"2022-05-07 12:30:34";
7083;MIKYICDHO;1;1;40;1;6750;13772;1;7122;7122;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;18.050000;18.050000;16.645000;18.050000;13.270000;14.000000;4.050000;4.050000;3.375000;20.000;0.000000;0.000000;0.000000;2;2;0;6947;"0000-00-00 00:00:00";"2022-05-05 09:26:05";0;"2022-04-27 14:15:34";"2022-05-08 22:16:09";
7096;NWJCYRNQV;1;1;40;1;6765;13803;1;7136;7136;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;FR-NLMDNPROD-CMD-IP;0;;3.250000;3.250000;2.710000;115.000000;115.000000;114.220000;115.000000;114.220000;115.000000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;7116;"0000-00-00 00:00:00";"2022-05-12 14:01:53";0;"2022-04-29 08:48:38";"2022-05-15 22:15:27";
7169;IBVJHRWHT;1;1;40;1;6577;14001;1;6933;6933;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;18.250000;18.250000;16.930000;18.250000;14.220000;15.000000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6946;"0000-00-00 00:00:00";"2022-05-05 09:26:05";0;"2022-05-02 08:44:02";"2022-05-08 22:16:03";
7171;GQMLAXRVR;1;1;40;1;6850;14005;1;7221;7221;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;17.000000;17.000000;15.770000;17.000000;13.270000;14.000000;3.000000;3.000000;2.500000;20.000;0.000000;0.000000;0.000000;2;2;0;6945;"0000-00-00 00:00:00";"2022-05-05 09:26:05";0;"2022-05-02 10:09:01";"2022-05-08 22:16:09";
7182;GKHGGIOQR;1;1;40;1;6861;14033;1;7232;7232;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;FR-NLMDNPROD-CMD-NV;0;;0.000000;0.000000;0.000000;20.750000;20.750000;19.310000;20.750000;16.600000;17.500000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6943;"0000-00-00 00:00:00";"2022-05-05 09:26:05";0;"2022-05-03 07:05:38";"2022-05-08 22:16:09";
7183;QRPIEKSPV;1;1;40;1;6862;14036;1;7237;7238;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;26.000000;26.000000;24.730000;26.000000;22.020000;22.750000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6942;"0000-00-00 00:00:00";"2022-05-05 09:26:05";0;"2022-05-03 08:35:01";"2022-05-08 22:16:03";
7184;CQNKDQXZG;1;1;40;1;6862;14038;1;7241;7240;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;10.000000;10.000000;9.250000;10.000000;6.540000;6.750000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6941;"0000-00-00 00:00:00";"2022-05-05 09:26:04";0;"2022-05-03 08:38:02";"2022-05-08 22:16:03";
7185;BLEMDAGVP;1;1;40;1;6864;14043;1;7234;7234;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;7.750000;7.750000;6.461667;7.750000;4.170000;5.000000;2.750000;2.750000;2.291667;20.000;0.000000;0.000000;0.000000;2;2;0;6940;"0000-00-00 00:00:00";"2022-05-05 09:26:04";0;"2022-05-03 10:24:34";"2022-05-08 22:16:03";
7186;MWYVYQUOS;1;1;40;1;6865;14044;1;7235;7235;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 La Vie";0;;0.000000;0.000000;0.000000;12.300000;12.300000;11.396667;12.300000;9.480000;10.000000;2.300000;2.300000;1.916667;20.000;0.000000;0.000000;0.000000;2;2;0;6939;"0000-00-00 00:00:00";"2022-05-05 09:26:04";0;"2022-05-03 10:27:47";"2022-05-08 22:16:08";
7187;JIWWUXKFB;1;1;42;1;6846;14046;1;7217;7217;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;5.950000;5.950000;4.960000;68.000000;68.000000;64.450000;68.000000;64.450000;68.000000;5.950000;5.950000;4.960000;20.000;0.000000;0.000000;0.000000;2;2;0;6938;"0000-00-00 00:00:00";"2022-05-05 09:26:04";0;"2022-05-03 10:44:05";"2022-05-11 14:30:19";
7188;QBHLYDJSE;1;1;40;1;6866;14047;1;7236;7236;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;3.250000;3.250000;2.710000;14.000000;14.000000;13.270000;14.000000;13.270000;14.000000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6937;"0000-00-00 00:00:00";"2022-05-05 09:26:04";0;"2022-05-03 10:47:20";"2022-05-08 22:16:03";
7189;PKDHQVIWZ;1;1;42;1;6867;14053;1;7242;7242;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;5.950000;5.950000;4.960000;68.000000;68.000000;64.450000;68.000000;64.450000;68.000000;5.950000;5.950000;4.960000;20.000;0.000000;0.000000;0.000000;2;2;0;6936;"0000-00-00 00:00:00";"2022-05-05 09:26:03";0;"2022-05-03 10:55:51";"2022-05-11 16:30:30";
7190;TCMNSTMHY;1;1;40;1;6868;14054;1;7243;7243;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;20.000000;20.000000;18.503333;20.000000;15.170000;16.000000;4.000000;4.000000;3.333333;20.000;0.000000;0.000000;0.000000;2;2;0;6935;"0000-00-00 00:00:00";"2022-05-05 09:26:03";0;"2022-05-03 11:02:42";"2022-05-08 22:16:08";
7194;HOLEZGNKV;1;1;40;1;6873;14061;1;7313;7314;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;FR-NLMDNPROD-CMD;0;;0.000000;0.000000;0.000000;31.750000;31.750000;30.520000;31.750000;27.810000;28.500000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;7115;"0000-00-00 00:00:00";"2022-05-12 14:01:53";0;"2022-05-03 18:34:39";"2022-05-15 22:15:27";
7213;KTOMMFPDQ;1;1;40;1;1784;14119;1;1896;1896;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;12.250000;12.250000;11.240000;12.250000;8.530000;9.000000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6972;"0000-00-00 00:00:00";"2022-05-05 14:49:55";0;"2022-05-05 10:25:39";"2022-05-08 22:16:03";
7214;DATMVZCAM;1;1;40;1;1861;14121;1;1972;1972;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;FR-LIBRAIRIE;0;;0.000000;0.000000;0.000000;23.250000;23.250000;21.670000;23.250000;18.960000;20.000000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;7114;"0000-00-00 00:00:00";"2022-05-12 14:01:52";0;"2022-05-05 10:34:11";"2022-05-15 22:15:27";
7218;KEXKBLNIC;1;1;42;1;4570;14130;1;4731;4731;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;35.150000;35.150000;32.311667;35.150000;25.020000;26.400000;8.750000;8.750000;7.291667;20.000;0.000000;0.000000;0.000000;2;2;0;7113;"0000-00-00 00:00:00";"2022-05-12 14:01:52";0;"2022-05-05 12:53:21";"2022-05-17 12:31:03";
7220;REJNVGWMW;1;1;40;1;3353;14131;1;3440;3440;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;15.000000;15.000000;14.000000;15.000000;11.290000;11.750000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;7112;"0000-00-00 00:00:00";"2022-05-12 14:01:52";0;"2022-05-05 12:56:49";"2022-05-15 22:15:32";
7221;IELAMOZYB;1;1;42;1;2006;14132;1;2115;2115;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;5.950000;5.950000;4.960000;68.000000;68.000000;64.450000;68.000000;64.450000;68.000000;5.950000;5.950000;4.960000;20.000;0.000000;0.000000;0.000000;2;2;0;6971;"0000-00-00 00:00:00";"2022-05-05 14:49:55";0;"2022-05-05 12:58:49";"2022-05-10 12:41:08";
7222;JJWNKXMEB;1;1;40;1;6152;14133;1;6470;6470;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;30.000000;30.000000;29.000000;30.000000;26.290000;26.750000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;7111;"0000-00-00 00:00:00";"2022-05-12 14:01:52";0;"2022-05-05 13:01:22";"2022-05-15 22:15:27";
7223;PFMBFZUJT;1;1;40;1;6902;14134;1;7275;7275;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;12.050000;12.050000;11.050000;12.050000;8.340000;8.800000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6970;"0000-00-00 00:00:00";"2022-05-05 14:49:54";0;"2022-05-05 13:05:41";"2022-05-11 22:20:50";
7224;RCPMUMVMC;1;1;42;1;167;14135;1;219;219;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;5.950000;5.950000;4.960000;68.000000;68.000000;64.450000;68.000000;64.450000;68.000000;5.950000;5.950000;4.960000;20.000;0.000000;0.000000;0.000000;2;2;0;6969;"0000-00-00 00:00:00";"2022-05-05 14:49:54";0;"2022-05-05 13:07:06";"2022-05-11 14:30:26";
7225;PAMWSWXLL;1;1;40;1;1007;14136;1;1112;1112;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;21.000000;21.000000;19.513333;21.000000;16.680000;17.600000;3.400000;3.400000;2.833333;20.000;0.000000;0.000000;0.000000;2;2;0;7110;"0000-00-00 00:00:00";"2022-05-12 14:01:52";0;"2022-05-05 13:08:47";"2022-05-15 22:15:32";
7226;JDMSJDZDO;1;1;40;1;6903;14137;1;7276;7276;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;50.850000;50.850000;49.390000;50.850000;46.680000;47.600000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;7109;"0000-00-00 00:00:00";"2022-05-12 14:01:52";0;"2022-05-05 13:11:59";"2022-05-15 22:15:27";
7227;UMCYEPGWM;1;1;40;1;6904;14138;1;7277;7277;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;20.850000;20.850000;19.390000;20.850000;16.680000;17.600000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;7108;"0000-00-00 00:00:00";"2022-05-12 14:01:51";0;"2022-05-05 13:14:55";"2022-05-15 22:15:32";
7228;KAUJZZQPM;1;1;40;1;4896;14139;1;5082;5082;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;12.050000;12.050000;11.050000;12.050000;8.340000;8.800000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6968;"0000-00-00 00:00:00";"2022-05-05 14:49:54";0;"2022-05-05 13:15:53";"2022-05-11 22:20:44";
7229;YSPKIOSFI;1;1;40;1;3529;14140;1;3618;3618;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;12.050000;12.050000;11.050000;12.050000;8.340000;8.800000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6967;"0000-00-00 00:00:00";"2022-05-05 14:49:53";0;"2022-05-05 13:16:48";"2022-05-11 22:20:45";
7230;TASQAKKWL;1;1;40;1;6905;14141;1;7278;7278;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;21.000000;21.000000;19.513333;21.000000;16.680000;17.600000;3.400000;3.400000;2.833333;20.000;0.000000;0.000000;0.000000;2;2;0;7107;"0000-00-00 00:00:00";"2022-05-12 14:01:51";0;"2022-05-05 13:19:08";"2022-05-15 22:15:32";
7231;QAFVHJMLA;1;1;40;1;4072;14142;1;4167;4167;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;24.100000;24.100000;22.096667;24.100000;16.680000;17.600000;6.500000;6.500000;5.416667;20.000;0.000000;0.000000;0.000000;2;2;0;7106;"0000-00-00 00:00:00";"2022-05-12 14:01:51";0;"2022-05-05 13:20:28";"2022-05-15 22:15:27";
7232;BKGILSMGH;1;1;42;1;3366;14143;1;3454;3454;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;5.950000;5.950000;4.960000;68.000000;68.000000;64.450000;68.000000;64.450000;68.000000;5.950000;5.950000;4.960000;20.000;0.000000;0.000000;0.000000;2;2;0;6966;"0000-00-00 00:00:00";"2022-05-05 14:49:53";0;"2022-05-05 13:21:33";"2022-05-11 11:01:03";
7233;FDSWLEUNP;1;1;42;1;3362;14144;1;3450;3450;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;5.950000;5.950000;4.960000;100.000000;100.000000;99.068333;100.000000;101.320000;102.700000;3.250000;3.250000;2.708333;20.000;0.000000;0.000000;0.000000;2;2;0;7105;"0000-00-00 00:00:00";"2022-05-12 14:01:51";0;"2022-05-05 13:24:32";"2022-05-16 10:40:58";
7234;NCJMMXDSL;1;1;40;1;5382;14147;1;5618;5618;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;13.000000;13.000000;11.840000;13.000000;8.340000;8.800000;4.200000;4.200000;3.500000;20.000;0.000000;0.000000;0.000000;2;2;0;7104;"0000-00-00 00:00:00";"2022-05-12 14:01:51";0;"2022-05-05 13:29:05";"2022-05-15 22:15:32";
7235;WXAXFQHXY;1;1;40;1;6213;14149;1;6532;6532;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;12.050000;12.050000;11.050000;12.050000;8.340000;8.800000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6965;"0000-00-00 00:00:00";"2022-05-05 14:49:53";0;"2022-05-05 13:41:49";"2022-05-11 22:20:44";
7236;BSRWASBAX;1;1;40;1;3354;14150;1;7280;3441;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;12.050000;12.050000;11.050000;12.050000;8.340000;8.800000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6964;"0000-00-00 00:00:00";"2022-05-05 14:49:52";0;"2022-05-05 13:44:19";"2022-05-11 22:20:44";
7237;JZJJFYNLN;1;1;40;1;6907;14151;1;7281;7281;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;12.050000;12.050000;11.050000;12.050000;8.340000;8.800000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6963;"0000-00-00 00:00:00";"2022-05-05 14:49:52";0;"2022-05-05 13:46:30";"2022-05-11 22:20:42";
7238;QKPHMSAON;1;1;40;1;6908;14152;1;7282;7282;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;12.050000;12.050000;11.050000;12.050000;8.340000;8.800000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6962;"0000-00-00 00:00:00";"2022-05-05 14:49:52";0;"2022-05-05 13:48:27";"2022-05-11 22:20:44";
7262;DEYEIXIFF;1;1;40;1;3495;14207;1;3584;3584;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;17739;0;;0.000000;0.000000;0.000000;12.050000;12.050000;11.050000;12.050000;8.340000;8.800000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;7103;"0000-00-00 00:00:00";"2022-05-12 14:01:51";0;"2022-05-06 10:38:37";"2022-05-15 22:18:07";
7263;FCLGVEVMY;1;1;42;1;1766;14208;1;1879;1879;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14923;0;;0.000000;0.000000;0.000000;36.000000;36.000000;33.323333;36.000000;27.490000;29.000000;7.000000;7.000000;5.833333;20.000;0.000000;0.000000;0.000000;2;2;0;7102;"0000-00-00 00:00:00";"2022-05-12 14:01:50";0;"2022-05-06 10:41:27";"2022-05-14 19:10:12";
